qstr_{s1}_has_cast_Warp_L|{s1} has cast Warp Lightning.
qstr_{s1}_has_cast_Confla|{s1} has cast Conflagration of Doom. Affected enemy troops take light to medium damage.
qstr_{s1}_has_cast_walk_b|{s1} has cast walk between worlds. Nearby allied troops have augmented speed and dodge.
qstr_{s1}_has_cast_hand_o|{s1} has cast hand of glory. Nearby allied troops have multiple stats augmented.
qstr_{s1}_has_cast_fiery_|{s1} has cast fiery convocation. Affected enemy troops take damage.
qstr_{s1}_has_cast_power_|{s1} has cast power of darkness. Nearby allied troops have damage augmented.
qstr_{s1}_has_cast_word_o|{s1} has cast word of pain. Affected enemy enemy troops have decreased melee damage, ranged accuracy and weapon speed.
qstr_{s1}_has_cast_bladew|{s1} has cast bladewind. Affected enemy troops take heavy damage if agility test is failed.
qstr_{s1}_has_cast_soulst|{s1} has cast soulstealer. Enemy troops in radius take damage. Any deaths will heal the caster.
qstr_{s1}_has_cast_Arnzip|{s1} has cast Arnzipals Black Horror . Affected Enemy troops die if athletics test is failed.
qstr_{s1}_has_cast_Window|{s1} has cast Window of the Void. Affected Enemy troops die if athletics test is failed.
qstr_{s1}_has_cast_Void_o|{s1} has cast Void of Death. Affected enemy troops take damage.
qstr_{s1}_has_cast_Curse_|{s1} has cast Curse of Years. Affected enemy troops start to age and take damage over time.
qstr_{s1}_has_cast_pink_f|{s1} has cast pink fire of tzeentch. Affected enemy troops take damage.
qstr_{s1}_has_cast_Tzeent|{s1} has cast Tzeentch firestorm. Affected enemy troops take damage.
qstr_{s1}_has_cast_infern|{s1} has cast infernal gateway. Affected enemy troops take overwhelming damage.
qstr_{s1}_has_cast_hyster|{s1} has cast hysterical frenzy. Affected allied troops have movement and combat ability increased and unbreakable.
qstr_{s1}_has_cast_bondag|{s1} has cast bondage of Slaanesh. Affected enemy troops have speed and melee damage output halved.
qstr_{s1}_has_cast_acquie|{s1} has cast acquiescence. Affected enemy troops have movement and combat ability hexed.
qstr_{s1}_has_cast_slicin|{s1} has cast slicing shards. Affected enemy troops take damage and face another hit if leadership test failed.
qstr_{s1}_has_cast_Cacoph|{s1} has cast Cacophonic Choir. 50% chance affected enemy troops take damage heavy damage.
qstr_You_have_gained_igno|You have gained ignore pain.
qstr_You_gain_advanced_ig|You gain advanced ignore pain.
qstr_{s1}_has_cast_miasma|{s1} has cast miasma of pestilence. Affected enemy troops have movement and combat ability hexed.
qstr_{s1}_has_cast_blades|{s1} has cast blades of putrefaction. Affected allied troops gain poisonous attacks
qstr_{s1}_has_cast_curse_o|{s1} has cast curse of the leper. Affected allied troops gain ignore pain
qstr_{s1}_has_cast_rancid|{s1} has cast rancid visitations. Affected enemy troops take damage and faces an additional hit if ironflesh test failed.
qstr_{s1}_has_cast_plague|{s1} has cast plague wind. Affected enemy troops take poisoned damage if they fail a constitution test.
qstr_{s1}_has_cast_foot_o|{s1} has cast foot of Gork. Affected {s2} troops take heavy damage.
qstr_{s1}_has_cast_ere_we|{s1} has cast ere we go. Affected allied troops have augmented combat abilities and gain ignore pain.
qstr_{s1}_has_cast_hand_of|{s1} has cast hand of Gork. Affected allied troops have augmented speed.
qstr_{s1}_has_cast_curse_of|{s1} has cast curse of da bad moon. Affected enemy troops take damage.
qstr_{s1}_has_cast_itchy_|{s1} has cast itchy nuisance. Affected enemy troops have movement speed hexed.
qstr_{s1}_has_cast_gift_o|{s1} has cast gift of the spider God. Affected allied troops gain poisonous attacks
qstr_{s1}_has_cast_sneaky|{s1} has cast sneaky stabbin. Affected allied troops have augmented piercing damage with hand to hand weapons.
qstr_{s1}_has_cast_skitte|{s1} has cast skitterleap. Affected allied troops have augmented speed.
qstr_{s1}_has_cast_curse_of_|{s1} has cast curse of the horned one. Affected enemy troops will turn into allied skaven if they fail ironflesh test.
qstr_{s1}_has_cast_death_|{s1} has cast death frenzy. Affected allied troops have movement and combat ability increased.
qstr_{s1}_has_cast_scorch|{s1} has cast scorch. Affected enemies troops take damage.
qstr_{s1}_has_cast_cracks|{s1} has cast cracks call. Affected {s2} troops who fail test will die.
qstr_{s1}_has_cast_blessi|{s1} has cast blessing of filth. Affected allied troops gain poisonous attacks
qstr_{s1}_has_cast_corrup|{s1} has cast corruption. Affected {s2} troops take damage if test failed.
qstr_{s1}_has_cast_plague.|{s1} has cast plague. Affected enemy troops take damage if they fail a consititution test and may cause plague again when they die.
qstr_{s1}_has_cast_Usiria|{s1} has cast Usirians Incantation of Vengeance. Affected enemy troops have movement hexed.
qstr_{s1}_has_cast_Sakhme|{s1} has cast Sakhmets Incantation of the Skullstorm . Affected enemy troops take medium to heavy damage.
qstr_{s1}_has_cast_Burnin|{s1} has cast Burning Storm . Affected enemy troops take medium to heavy damage.
qstr_Your_attempt_to_cast|Your attempt to cast Freezing Blast fails
qstr_{s1}s_attempt_to_cas|{s1}s attempt to cast Freezing Blast fails
qstr_{s1}_has_cast_freezi|{s1} has cast freezing blast. Affected enemy troops have movement hexed and take minor damage.
qstr_Your_attempt_to_cast_|Your attempt to cast Freeze fails
qstr_{s1}s_attempt_to_cast|{s1}s attempt to cast Freeze fails
qstr_{s1}_has_cast_curse_of_t|{s1} has cast curse of the genie. Affected enemy troops have 50% chance of taking extra damage.
qstr_Your_attempt_to_cast_H|Your attempt to cast Holy Wrath fails
qstr_{s1}s_attempt_to_cast_|{s1}s attempt to cast Holy Wrath fails
qstr_{s1}_has_cast_holy_w|{s1} has cast holy wrath. Affected allied troops have augmented damage.
qstr_Your_attempt_to_cast_S|Your attempt to cast Shield of Faith fails
qstr_{s1}s_attempt_to_cast_S|{s1}s attempt to cast Shield of Faith fails
qstr_{s1}_has_cast_shield|{s1} has cast shield of faith. Allies gain magical protection.
qstr_Your_attempt_to_cast_D|Your attempt to cast Divine Healing fails
qstr_{s1}s_attempt_to_cast_D|{s1}s attempt to cast Divine Healing fails
qstr_{s1}_has_cast_divine|{s1} has cast divine healing. Affected Allied troops have health restored.
qstr_{s1}_has_cast_bestia|{s1} has cast bestial. Affected allied troops have augmented speed.
qstr_Ship_{reg0}__was_des|El barco({reg0}) fue destruido.
qstr_You_have_equipped_an|Habéis equipado un objeto restringido para esta carrera. Será devuelto a vuestro inventario cuando entréis al mapa del mundo, o destruido si carecéis de espacio en el inventario.
qstr_Restricted_Item|Objeto restringido
qstr_Magic_users_cannot_u|Magic users cannot use firearms or cartridges with magic. All firearms and bullets will be unequipped if you equip your magic school.
qstr_{reg1}.0|{reg1}.0
qstr_{reg1}.00{reg2}|{reg1}.00{reg2}
qstr_{reg1}.0{reg2}|{reg1}.0{reg2}
qstr_{reg1}.{reg2}|{reg1}.{reg2}
qstr_Warsword_Conquest_Wi|Warsword Conquest Winds of Magic Beta
qstr_Next_Page|Página Siguiente
qstr_Game_Rules:^|Reglas del juego:^
qstr_0|0
qstr_Show_game_rules|Mostrar las reglas
qstr_Kingdom_of_{s7}|Kingdom of {s7}
qstr_Red:|Red:
qstr_Green:|Green:
qstr_Blue:|Blue:
qstr_Candidate_#1:_{s1}|Candidato #1: {s1}
qstr_Candidate_#2:_{s1}|Candidato #2: {s1}
qstr_{s3}_of_{s4}_wishes_|{s3} del {s4} desea elegir un nuevo mariscal, y para ello invita a sus vasallos a un consejo. {s1} y {s2} son los candidatos para el puesto.
qstr_Continue...|Continuar...
qstr_Who_do_you_wish_to_s|¿A quién queréis apoyar?
qstr_{s1}_gives_his_suppo|{s1} da su apoyo a {s2}.
qstr_Number_of_Supporters|Número de partidarios: {reg0}
qstr_{s2}_has_heard_his_v|{s2} ha escuchado el consejo de sus vasallos y ha elegido a {s1} como mariscal del {s3}.
qstr_Action|Acción
qstr_Mount|Montad
qstr_Attack_Type|Tipo de ataque
qstr_Stand_Ground|Mantened posición
qstr_Charge|Cargad
qstr_Follow_Me|Seguidme
qstr_Hold_This_Position|Mantened esta posición
qstr_Spread_Out|Alejaos
qstr_Stand_Closer|Acercaos
qstr_Fall_Back|Retroceded
qstr_Advance|Avanzad
qstr_Dismount|Desmontad
qstr_Fire_At_Will|Disparad a discreción
qstr_Hold_Your_Fire|No disparéis
qstr_Use_Blunt_Weapons|Usad armas contundentes
qstr_Use_Any_Weapon|Usad cualquier arma
qstr_Ready|Listos
qstr_Wounded|Heridos
qstr_Dead|Muertos
qstr_Current_Mana:_{reg30|Current Mana: {reg30}
qstr_Current_Spell:_{s2}|Current Spell: {s2}
qstr__activated_|(activated)
qstr__activating_in_{reg6|(activating in {reg6} seconds)
qstr_{s3}_{s6}|{s3} {s6}
qstr_Current_Potion:_{s4}|Current Potion: {s4}
qstr_Out_of_potions|Out of potions
qstr_Number_of_men_knocke|Número de hombres inconscientes: {reg1}
qstr_Number_of_men_left:_|Número de hombres restantes: {reg1}
qstr_Opponents_Beaten:_{r|Oponentes vencidos: {reg1}
qstr_Opponents_Remaining:|Oponentes en pie: {reg1}
qstr_Remain_in_retirement|Permanecer en retiro.
qstr_Go_back_to_the_adven|Regresar a la aventura.
qstr_You_have_retired_at_|Os habéis retirado a nivel {reg4} tras {reg5} días de aventuras.
qstr_Effect_on_Score|Efecto en la puntuación
qstr_Settlements_owned_by|Vuestros asentamientos: {reg0}
qstr_Friendly_Settlements|Asentamientos amigos: {reg0}
qstr_Hostile_Settlements:|Asentamientos hostiles: {reg0}
qstr_Friendly_Lords:_{reg|Señores amigos: {reg0}
qstr_Enemy_Lords:_{reg0}|Señores hostiles: {reg0}
qstr_Victories:_{reg0}|Victorias: {reg0}
qstr_Defeats:_{reg0}|Derrotas: {reg0}
qstr_Quests_Completed:_{r|Misiones completadas: {reg0}
qstr_Companions_Found:_{r|Compañeros encontrados: {reg0}
qstr_Companions_Lost/Depa|Compañeros perdidos/retirados: {reg0}
qstr_Wealth:_{reg0}_denar|Riqueza: {reg0} monedas
qstr_Inventory:_{reg0}_de|Inventario: {reg0} monedas
qstr_Renown:_{reg0}|Renombre: {reg0}
qstr_Experience:_{reg0}|Experiencia: {reg0}
qstr_Days_Passed:_{reg0}|Días transcurridos: {reg0}
qstr_Difficulty:_{reg0}%|Dificultad: {reg0}%
qstr_TOTAL_SCORE:_{reg0}|PUNTUACION TOTAL: {reg0}
qstr_unknown_yet|desconocido todavía
qstr_tomorrow|mañana
qstr_Next_Payday:_{s22}|Siguiente día de paga: {s22}
qstr_{s0}__{s50}_|{s0} ({s50})
qstr_None|Ninguno
qstr_{s55}__{reg0}%_|{s55} ({reg0}%)
qstr_{s55}|{s55}
qstr_Staff:|Staff:
qstr_You_paid_{reg0}_cash|You paid {reg0} cash to liquidate a debt
qstr_Earlier_cash:|Earlier cash:
qstr_New_cash:|New cash:
qstr_Others|Otros
qstr_Outlaws|Forajidos
qstr_Mercenary|Mercenario
qstr_Close|Cerrar
qstr_Click_the_center_but|Click en el botón central para alternar facción^Click en los avatares para ver los detalles de ellas
qstr_Level:_{reg3}^Health|Nivel: {reg3}^Salud: {reg4}
qstr_Attributes|Atributos
qstr_STR^AGI^INT^CHA|FUE^AGI^INT^CAR
qstr_{reg2}|{reg2}
qstr_{s1}^{reg2}|{s1}^{reg2}
qstr_Ironflesh^Power_Stri|Piel de Hierro^Potencia de golpe^Potencia de lanzamiento^Potencia de arco^Escudo^Atletismo^Cabalgar^Arquería montada
qstr_Proficiencies|Competencias
qstr_1H_Weapons^2H_Weapon|Armas 1M^Armas 2M^Armas enastadas^Arquería^Ballestas^Lanzamiento^Armas de fuego
qstr_Equipments|Equipamiento
qstr_Weapons|Armas
qstr_Armors|Armaduras
qstr_Done|Hecho
qstr__Faction_Relations_R| Faction Relations Report 
qstr__Return_to_menu_| Return to menu 
qstr_Your_kingdom|Your kingdom
qstr_Player^Relation|Player^Relation
qstr_War|War
qstr_Casus_Belli|Casus Belli
qstr_Peace|Peace
qstr_Truce|Truce
qstr_Alliance|Alliance
qstr_Defense|Defense
qstr_Trade|Trade
qstr_{reg59?{reg59}_days:|{reg59?{reg59} days:}
qstr_{reg61}|{reg61}
qstr_{s9}|{s9}
qstr_Loyal|Leal
qstr_Devoted|Devoto
qstr_Fond|Afectuoso
qstr_Gracious|Cortés
qstr_Friendly|Amigable
qstr_Supportive|Te apoya
qstr_Favorable|Favorable
qstr_Cooperative|Cooperativo
qstr_Accepting|Te acepta
qstr_Indifferent|Indiferente
qstr_Suspicious|Suspicaz
qstr_Grumbling|Te mira mal
qstr_Hostile|Hostil
qstr_Resentful|Resentido
qstr_Angry|Enfadado
qstr_Hateful|Te odia
qstr_Revengeful|Busca revancha
qstr_Vengeful|Busca venganza
qstr_{reg1}|{reg1}
qstr_{s3}|{s3}
qstr_{reg61}_{reg58?_{reg|{reg61} {reg58?({reg58} U) :}Centers
qstr_{reg62}_Caravans|{reg62} Caravans
qstr_{reg60}_{reg59?_{reg|{reg60} {reg59?({reg59} P) :}Lords
qstr_{reg6}^money_in_the_|{reg6}^money in the {reg5?treasury:chest}
qstr_{reg4}^money_in_your|{reg4}^money in your inventory
qstr_Withdraw|Withdraw
qstr_Deposit|Deposit
qstr_Sell_items_automatic|Sell items automatically when leaving:
qstr_Price_limit_for_auto|Price limit for auto-sell:
qstr_Item_types_for_auto_|Item types for auto-sell:
qstr_Select_all|Select all
qstr_Select_invert|Select invert
qstr_{s1}|{s1}
qstr_Buy_food_automatical|Buy food automatically when leaving:
qstr_*|*
qstr_Name:_{s1}^Level:_{r|Nombre: {s1}^Nivel: {reg1}
qstr_Weapon_upgrade_setti|Ajustes de mejora de arma:
qstr_cut|cut
qstr_pierce|pierce
qstr_blunt|blunt
qstr_Damage_preference|Damage preference
qstr_Item_meta_type|Item meta-type
qstr_Apply_to_everyone|Aplicar a todos
qstr_Upgrade_armor|Upgrade armor
qstr_Upgrade_horse|Upgrade horse
qstr_Select_your_domestic|Select your domestic policy
qstr_Centralization:|Centralization:
qstr_Aristocracy:|Aristocracy:
qstr_Serfdom:|Serfdom:
qstr_Troop_quality:|Troop quality:
qstr_Mercantilism:|Mercantilism:
qstr_High_centralization_|High centralization reduces tax inefficiency for the king and raises it for vassals. This will interfere with relations between ruler and vassals.
qstr_High_aristocracy_wil|High aristocracy will improve the relations between the king and his vassals who will be able to raise bigger armies but it will decreased trade.
qstr_High_serfdom_reduces|High serfdom reduces tax inefficiency for the king and his vassals and vassals can maintain bigger armies but troops lose morale.
qstr_High_troop_quality_i|High troop quality increases the combat strength of troops but decreases army size.
qstr_High_mercantilistic_|High mercantilistic policies maximize exports while minimizing imports, and increase government regulation of industry.
qstr_Cancel|Cancel
qstr_Dictate_the_peace_te|Dictate the peace terms
qstr_Select_the_castle_an|Select the castle and the amount of money and check the boxes to activate the demand. The demands are combined if both boxes are checked.
qstr_1000_denars|1000 denars
qstr_Sovereign_color_of_t|Sovereign color of the {s0}:
qstr__| 
qstr_HTML_code:_{s0}|HTML code: {s0}
qstr_Default|Por defecto
qstr_Randomize|Randomize
qstr_DEBUG:_Additional_ou|DEBUG: Additional outlaw factions have been recolored.
qstr_{s1}_{reg3}/{reg2}_|{s1}({reg3}/{reg2})
qstr_{s1}_{reg2}_|{s1}({reg2})
qstr_Move_to_Top|Move to Top
qstr_Move_Up|Move Up
qstr_Move_Down|Move Down
qstr_Move_to_Bottom|Move to Bottom
qstr__Recruiter_Report_| Recruiter Report 
qstr__Update_Order_| Update Order 
qstr__Quit_| Quit 
qstr_Diplomacy|Diplomacy
qstr_Available|Available
qstr_Distance|Distance
qstr_Ordered|Ordered
qstr_In_Progress|In Progress
qstr_trade^Town|trade^Town
qstr_avail_{reg59}|avail {reg59}
qstr_dist_{reg59}|dist {reg59}
qstr_days_{reg60}|days {reg60}
qstr_ready_|ready 
qstr_none|nada
qstr_cost_{reg60}|cost {reg60}
qstr_order_{reg59}|order {reg59}
qstr__Courtships_in_progr| Courtships in progress 
qstr__Known_Lords_by_Rela| Known Lords by Relation 
qstr__Character_&_Compani| Character & Companions 
qstr__Done_| Done 
qstr_Your_supporters|Your supporters
qstr_{s10}s|{s10}s
qstr_All_Factions|All Factions
qstr_Export/Import|Export/Import
qstr_Reselect_Banner|Reselect Banner
qstr__Renown:_{reg1}^_Hon| Renown: {reg1}^ Honor: {reg2}^ Right to rule: {reg3}
qstr_{s2}^{s8}^_{s5}_|{s2}^{s8}^({s5})
qstr__Renown:_{reg2}^{s2}| Renown: {reg2}^{s2}^{s1}of {s0}
qstr_Name:_{s4}^Level:_{r|Name: {s4}^Level: {reg3}^HP: {reg2}/{reg0}^^{s0}
qstr_Arms|Arms
qstr_Outfit|Outfit
qstr_Horse|Horse
qstr_{s5}^^{s6}^^{s7}|{s5}^^{s6}^^{s7}
qstr_Attributes:|Attributes:
qstr_{s3}^STR:_{reg1}^AGI|{s3}^STR: {reg1}^AGI: {reg2}^INT: {reg3}^CHA: {reg4}
qstr_{s3}^^Proficiencies:|{s3}^^Proficiencies:^1H Weapons: {reg1}^2H Weapons: {reg2}^{s13}: {reg3}^{s14}: {reg4}^{s15}: {reg5}^Throwing: {reg6}
qstr_Skills:|Skills:
qstr_{s4}^{s1}_:_{reg1}|{s4}^{s1} : {reg1}
qstr__Place_Request_| Place Request 
qstr_order_{reg57}|order {reg57}
qstr_cost_{reg61}|cost {reg61}
qstr_How_will_your_male_v|How will your male vassals be known?
qstr_How_will_your_female|How will your female vassals be known?
qstr_{reg21}_sec|{reg21} seg
qstr_{s21}|{s21}
qstr_Plan_Deployment|Plan de despliegue
qstr_You_will_have_{reg1}|Tendréis {reg1} tropas disponibles al comienzo de la batalla
qstr_Troop|Tropa
qstr_#_at_start__/_#_in_p|# al comienzo  / # en el grupo
qstr_/_{reg0}|/ {reg0}
qstr_{reg0}|{reg0}
qstr_of_{reg0}_troops|de {reg0} tropas
qstr_Ready_Troops|Tropas preparadas
qstr_Reassess|Valorad de nuevo
qstr_Scrap_All|Descartad todo
qstr_Too_many_troops^Chec|Demasiadas tropas^Comprobad el número disponible
qstr_Initial|Inicial
qstr_Movement_1|Movimiento 1
qstr_Movement_2|Movimiento 2
qstr_Formation|Formación
qstr_Attack|Ataque
qstr_Weapon_Type|Tipo de arma
qstr_Shield|Escudo
qstr_Skirmish|Escaramuza
qstr_Hold_Position|Mantened posición
qstr_Back_10|Atrás 10
qstr_Forward_10|Adelante 10
qstr_Repeat_x|Repetid x
qstr_Square|Escuadra
qstr_Wedge|Cuña
qstr_Shieldwall|Muro de escudos
qstr_Ranks|Filas
qstr_Ranged|A distancia
qstr_Polearms|Armas enastadas
qstr_Two_Handed|A dos manos
qstr_One_Handed|A una mano
qstr_No_Shields|Sin escudos
qstr_Use_Shields|Usad escudos
qstr_Avoid_Melee|Evitad el cuerpo a cuerpo
qstr_Turn_to_weapon_order|Volved a órdenes de arma...
qstr_Prepare_Orders|Preparad órdenes
qstr_Dispatch_Orders|Despachad órdenes
qstr_...Turn_to_positioni|...Volved a órdenes de posición
qstr_Record_Battle_Size_a|Record Battle Size as set in Options
qstr_Record_Battle_Size_as|Record Battle Size as set in Options:
qstr_The__Weapon_Use_Fixe|The 'Weapon Use Fixes' change NPC decision-^making with the following weapon types.^Un-tick the boxes if you dislike the behavior.
qstr_Use_NPC_Lancer_Fix:|Usad arreglo NPC Lancero:
qstr_Use_NPC_Horse_Archer|Usad arreglo NPC Disparo montado:
qstr_Use_NPC_Spear/Polear|Usad arreglo NPC Lanza/Arma enastada:
qstr_Use_Pike/Horse_Damag|Usad Ajuste de daños Pica/Caballo:
qstr_Reassign_De_horsed_C|Reasignad Caballería sin caballo a:
qstr_Reassign_No_Ammo_Arc|Reasignad Arqueros sin munición a:
qstr_Enable_Battle_Contin|Habilitad Continuación de batalla:
qstr_Batt._Cont._Charge_a|Cont. Bat., Carga después de KO:
qstr_Formations_Battle_AI|Formaciones de batalla IA:
qstr_Enable_AI_to_use_Spe|Permitir a la IA usar formaciones avanzadas:
qstr_Enable_Bodyguards_in|Habilitad Guardaespaldas en Ciudades/Aldeas:
qstr_Enable_ranged_penalt|Habilitad penalización a distancia por clima:
qstr_Disable_Companions__|Deshabilitad quejas de compañeros:
qstr_Enable_the_cheat_men|Habilitad el menú de trucos:
qstr_Charge_All|Cargad todos
qstr_Formations_AI|Formaciones IA
qstr_Native_AI_w/Formatio|Native IA, w/Formaciones
qstr_PBOD_Mod^Options|PBOD Mod^Opciones
qstr_Mouse_over_options_f|Ratón sobre las opciones para más información.
qstr_Restore_Defaults|Restaurad los valores predeterminados
qstr_Key_Settings|Ajustes de teclas
qstr_Weapon_Use_Fix_for_L|Arreglo de uso de arma para Lanceros obligará a los bots montados con lanzas a usarlas, a menos que estén rodeados de enemigos. (Sólo activo en campos de batalla.)
qstr_Weapon_Use_Fix_for_H|Arreglo de uso de arma para Arqueros montados forzará a los bots montados con arco a usarlos hasta que se queden sin munición. (Sólo activo en campos de batalla.)
qstr_Weapon_Use_Fix_for_S|Arreglo de uso de arma para Lanza/Armas enastadas forzará a los bots de infantería con armas enastadas a usarlas, a menos que estén rodeados de enemigos. (Sólo activo en campos de batalla.)
qstr_Damage_tweaks_will_g|Los ajustes de daños darán un impulso al daño de las lanzas sobre los caballos, y al daño de carga de los caballos sobre la infantería, en un intento de compensar el poco uso de la IA de armas enastadas y cargas. (Sólo activo en campos de batalla.)
qstr_Mounted_bots_once_th|Los bots montados, una vez que su caballo muera, pueden ser reasignados a una división de vuestra elección. Si se activa, los bots IA serán reasignados a la infantería. (Sólo activo en campos de batalla.)
qstr_Foot_archer_bots_onc|Los bots arqueros a pie, una vez sin munición, pueden ser reasignados a una división de vuestra elección. Si se activa, los bots IA serán reasignados a la infantería. (Sólo activo en campos de batalla.)
qstr_Battle_Continuation_|Continuación de batalla permite continuar luchando después de que hayáis sido noqueado.
qstr_If_Battle_Continuati|Si Continuación de batalla está activa, podéis seleccionar qué harán vuestras tropas después de ser noqueado: Deshabilitado, seguirán con sus órdenes anteriores; Cargad todos dará a todos la orden de cargar; Formaciones IA (si está activa para la IA) permitirá a la nueva IA asumir el control por vos.
qstr_Select_your_prefered|Selecionad vuestro Batalla IA preferida: Deshabilitado es la IA Native; Formaciones IA permite a la IA usar formaciones y cambios en su toma de decisiones en batalla; Native IA w/Formaciones es la IA Native, pero realiza la IA Native con formaciones básicas. (Sólo activo en campos de batalla.)
qstr_Enabling_AI_Special_|Habilitando las Órdenes especiales de IA permite a los equipos IA usar fuego en descargas y despliegue de pavés (ballestas), modo escaramuza (usuarios-arco), y arriostramiento de lanza (infantería con arma enastada). (Sólo activo en campos de batalla.)
qstr_Bodyguards_allows_yo|Guardaespaldas permite a vuestros compañeros servir como guardaespaldas de vuestro personaje en las escenas de ciudad y de aldeas. El número de guardaespaldas depende de vuestro liderazgo  y renombre.
qstr_The_Weather_Proficie|La Penalización a distancia por clima baja la eficacia de las armas a distancia en batalla bajo fuerte niebla, lluvia o nieve, o por la noche para reflejar las pobres condiciones de la arquería.
qstr_Disabling_NPC_Compla|Deshabilitando las quejas de compañeros NPC acallaréis las quejas de vuestros compañeros sobre cada una de vuestras decisiones. No eliminará las consecuencias de sus opiniones, sin embargo.
qstr_The_cheat/debug_mode|El menú de trucos/depuración activa los mensajes de depuración, así como el 'menú de trucos' en vuestro Menú de Campamento y opciones adicionales bajo Informes.
qstr_Keys_Configuration|Configuración de teclas
qstr_Press_Esc_to^^Disabl|Presionad Esc para^^Desactivar una tecla
qstr_DeathCam_Mouse_Sensi|Sensibilidad del ratón de DeathCam
qstr_OK|OK
qstr_Reset|Reset
qstr_Mod_Options|Opciones del Mod
qstr_Press_a_key|Presionad una tecla
qstr_{s10}___Formation_ty|{s10} - Órdenes de tipo de formación
qstr_{s11}___Weapon_order|{s11} - Órdenes de arma
qstr_{s12}___Shield_order|{s12} - Órdenes de escudo
qstr_{s13}___Attack_order|{s13} - Órdenes de ataque
qstr_{s10}___Ranks|{s10} - Filas
qstr_{s11}___Shieldwall|{s11} - Muro de escudos
qstr_{s12}___Wedge|{s12} - Cuña
qstr_{s13}___Square|{s13} - Escuadra
qstr_{s14}___No_Formation|{s14} - Sin formación
qstr_{s15}___Escape_Menu|{s15} - Menú de escape
qstr_{s11}___One_Handers|{s11} - A una mano
qstr_{s12}___Two_Handers|{s12} - A dos manos
qstr_{s13}___Polearms|{s13} - Armas enastadas
qstr_{s14}___Ranged|{s14} - A distancia
qstr_{s11}___Use_Shields|{s11} - Usad escudos
qstr_{s12}___No_Shields|{s12} - Sin escudos
qstr_{s13}___Free|{s13} - Libre
qstr_{s10}___End_Order|{s10} - Fin de orden
qstr_{s11}___Skirmish|{s11} - Escaramuza
qstr_{s12}___Volley_Fire|{s12} - Fuego en descargas
qstr_{s13}___Brace_Polear|{s13} - Preparad armas enastadas
qstr_DeathCam|DeathCam
qstr_Camera|Cámara
qstr_Follow|Seguir
qstr_Free|Libre
qstr_Troop_Assignments|Asignamientos de tropa
qstr_Split_Troops_into_Se|Dividir tropas en Divisiones secundarias
qstr_Troops_by^_Primary_D|Tropas por^ División primaria
qstr_#_in^Main_Division|# en^División principal
qstr_Show/^Hide|Mostrar/^Ocultar
